created_at,entry_id,Ambient Temperature,Object Temperature,X-axis acceleration,Y-axis acceleration,Z-axis acceleration,Hear Rate,latitude,longitude,elevation,status
2024-12-31T10:09:16+00:00,8,33.5,30.24999,1.84365,-2.90277,8.90444,72,,,,
2024-12-31T10:09:31+00:00,8,33.5,30.36999,2.47128,-2.66741,8.78676,72,,,,
2024-12-31T10:09:49+00:00,8,33.5,30.47,2.07901,-3.29503,8.74753,72,,,,
2024-12-31T10:10:04+00:00,8,33.5,30.14999,2.3536,-3.21658,8.62985,72,,,,
2024-12-31T10:10:22+00:00,8,33.5,30.05001,2.43205,-2.98122,8.66908,72,,,,
2024-12-31T10:10:39+00:00,8,33.5,30.30999,2.03978,-3.0989,8.74753,72,,,,
2024-12-31T10:10:57+00:00,8,33.5,30.47,2.74586,-3.53039,8.51217,72,,,,
2024-12-31T10:11:13+00:00,8,33.5,30.73001,3.13813,-2.90277,8.51217,72,,,,
2024-12-31T10:11:31+00:00,8,33.5,36.05001,3.25581,-0.43149,8.86521,72,,,,
2024-12-31T10:11:46+00:00,8,33.5,35.61001,10.4735,-2.43205,-2.58896,72,,,,
2024-12-31T10:12:01+00:00,8,33.5,35.89001,7.06079,-2.70664,6.59007,72,,,,
2024-12-31T10:12:16+00:00,8,33.5,35.83001,7.06079,-2.39282,6.74698,72,,,,
2024-12-31T10:12:31+00:00,8,33.5,36.20998,6.86466,-2.43205,6.94311,72,,,,
2024-12-31T10:12:46+00:00,8,33.5,31.52999,6.74698,-2.62818,6.51162,72,,,,
2024-12-31T10:13:01+00:00,8,33.5,30.97,5.84476,-2.942,7.3746,72,,,,
2024-12-31T10:13:19+00:00,8,33.5,30.86999,4.43261,-3.29503,8.08068,72,,,,
2024-12-31T10:13:34+00:00,8,33.5,30.51,4.47183,-3.45194,7.92377,72,,,,
2024-12-31T10:13:50+00:00,8,33.5,30.86999,3.76575,-3.80498,7.88455,72,,,,
2024-12-31T10:14:05+00:00,8,33.5,30.14999,4.51106,-2.86354,7.84532,72,,,,
2024-12-31T10:14:21+00:00,8,33.5,30.24999,5.06023,-2.86354,7.92377,72,,,,
2024-12-31T10:14:36+00:00,8,33.5,30.42999,5.06023,-3.21658,7.88455,68,,,,
2024-12-31T10:14:52+00:00,8,33.5,30.23001,5.64863,-2.5105,7.72764,68,,,,
2024-12-31T10:15:07+00:00,9,33.5,30.33001,5.84476,-2.5105,7.57073,68,,,,
2024-12-31T10:15:22+00:00,9,33.5,30.51,4.39338,-3.21658,8.00223,68,,,,
2024-12-31T10:15:37+00:00,9,33.5,30.39001,4.35415,-3.21658,8.00223,68,,,,
2024-12-31T10:15:55+00:00,9,33.5,30.36999,4.04034,-3.45194,8.15913,68,,,,
2024-12-31T10:16:11+00:00,9,33.5,30.57,5.80554,2.66741,-9.10057,68,,,,
2024-12-31T10:16:26+00:00,9,33.5,30.45001,5.53095,5.57018,-7.72764,68,,,,
2024-12-31T10:16:41+00:00,9,33.5,30.02999,-0.94144,1.21602,-11.10113,68,,,,
2024-12-31T10:16:57+00:00,9,33.5,29.92999,-2.39282,0.43149,-10.63041,68,,,,
2024-12-31T10:17:14+00:00,9,33.5,29.92999,-2.78509,-1.45138,-9.80665,68,,,,
2024-12-31T10:17:30+00:00,9,33.5,29.79,-1.45138,-0.66685,-10.63041,68,,,,
2024-12-31T10:17:45+00:00,9,33.5,30.14999,-5.37404,0.39227,-8.74753,68,,,,
2024-12-31T10:18:00+00:00,9,33.5,30.14999,-5.92322,0,-8.43372,68,,,,
2024-12-31T10:18:16+00:00,10,33.5,29.79,-5.76631,0,-8.62985,68,,,,
2024-12-31T10:18:31+00:00,10,33.5,29.64999,-5.72708,-0.03923,-8.74753,68,,,,
2024-12-31T10:18:49+00:00,10,33.5,29.79,-6.11935,-0.27459,-8.27681,68,,,,
2024-12-31T10:19:04+00:00,10,33.5,29.79,-5.57018,-0.62763,-8.78676,68,,,,
2024-12-31T10:19:20+00:00,10,33.5,29.91,-6.51162,-0.66685,-8.11991,68,,,,
2024-12-31T10:19:35+00:00,10,33.5,29.92999,-6.59007,-0.86299,-7.963,68,,,,
2024-12-31T10:19:50+00:00,10,33.5,29.97,-7.17847,-1.29448,-7.45305,68,,,,
2024-12-31T10:20:08+00:00,10,33.5,29.79,-5.06023,-1.25525,-9.1398,68,,,,
2024-12-31T10:20:26+00:00,10,33.5,29.74999,-5.64863,-1.3337,-8.74753,68,,,,
2024-12-31T10:20:44+00:00,11,33.5,29.49002,-6.1978,-0.98067,-8.39449,68,,,,
2024-12-31T10:20:59+00:00,11,33.5,30.11001,-6.51162,-1.05912,-8.00223,68,,,,
2024-12-31T10:21:15+00:00,11,33.5,29.83001,-6.74698,-1.29448,-7.76687,68,,,,
2024-12-31T10:21:30+00:00,11,33.5,30.33001,-7.33537,-1.49061,-7.17847,67,,,,
2024-12-31T10:21:45+00:00,11,33.5,31.83001,-7.29615,-1.80442,-7.06079,67,,,,
2024-12-31T10:22:00+00:00,11,33.5,30.24999,-6.82543,-1.80442,-7.84532,67,,,,
2024-12-31T10:22:15+00:00,11,33.5,29.74999,-7.10001,-2.19669,-7.21769,67,,,,
2024-12-31T10:22:33+00:00,11,33.5,30.08999,-7.80609,-2.03978,-6.70775,67,,,,
2024-12-31T10:22:51+00:00,11,33.5,30.86999,-7.72764,-2.11824,-6.39394,67,,,,
2024-12-31T10:23:06+00:00,11,33.5,29.58999,-7.10001,-1.88288,-7.25692,67,,,,
2024-12-31T10:27:59+00:00,11,33.5,29.79,-7.84532,-0.5884,-6.51162,67,,,,
2024-12-31T10:28:17+00:00,11,33.5,29.85,-8.23759,-0.98067,-5.92322,67,,,,
